route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
170320,20193012multint-1111100,65208070-20193012multint-1111100,"Lac Clément (Nord)",,0,,03200155,2
170820,20193012multint-1111100,65205625-20193012multint-1111100,"Place Jacques-Cartier (Sud)",,1,,08200439,2
170840,20193012multint-1111100,65204442-20193012multint-1111100,"Val-Bélair (Nord)",,0,,08400322,2
170700,20193012multint-1111100,65207009-20193012multint-1111100,"Sainte-Foy Centre (Sud)",,1,,07000050,2
170700,20193012multint-1111100,65207027-20193012multint-1111100,"Val-Bélair (Nord)",,0,,07000053,2
170130,20193012multint-1111100,65207290-20193012multint-1111100,"Du Versant-Nord/Sainte-Foy Centre/Saint-Louis (Ouest)",,1,,01300585,2
170930,20193012multint-1111100,65205007-20193012multint-1111100,"Champigny (Nord)",,0,,09300510,2
170940,20193012multint-1111100,65206953-20193012multint-1111100,"Saint-Augustin (Ouest)",,1,,09400198,2
170940,20193012multint-1111100,65206937-20193012multint-1111100,"Cégep Garneau / Place Jacques-Cartier (Est)",,0,,09400196,2
170010,20193012multint-1111100,65206626-20193012multint-1111100,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100499,2
170010,20193012multint-1111100,65206591-20193012multint-1111100,"Station Belvédère (Nord)",,0,,00100498,2
172381,20193012multint-1111100,65205081-20193012multint-1111100,"Guillaume-Mathieu (Nord)",,0,,23810169,2
170770,20193012multint-1111100,65206887-20193012multint-1111100,"Val-Bélair (Nord)",,0,,07700311,2
170320,20193012multint-1111100,65208061-20193012multint-1111100,"Terminus du Zoo (Sud)",,1,,03200163,2
170390,20193012multint-1111100,65207667-20193012multint-1111100,"41e Rue Est (Sud)",,1,,03900301,2
170250,20193012multint-1111100,65205524-20193012multint-1111100,"Pointe-de-Sainte-Foy (Ouest)",,1,,02500516,2
170250,20193012multint-1111100,65205557-20193012multint-1111100,"Place D'Youville / Gare du Palais (Est)",,0,,02500537,2
170180,20193012multint-1111100,65237526-20193012multint-1111100,"Université Laval (Ouest)",,1,,01800328,2
170180,20193012multint-1111100,65204362-20193012multint-1111100,"Gare du Palais (Est)",,0,,01800323,2
170180,20193012multint-1111100,65237528-20193012multint-1111100,"Université Laval (Ouest)",,1,,01800328,2
170920,20193012multint-1111100,65206989-20193012multint-1111100,"Saint-Augustin (Ouest)",,1,,09200412,2
170920,20193012multint-1111100,65206993-20193012multint-1111100,"Cégep Garneau (Est)",,0,,09200411,2
170940,20193012multint-1111100,65206960-20193012multint-1111100,"Saint-Augustin (Ouest)",,1,,09400198,2
170720,20193012multint-1111100,65208583-20193012multint-1111100,"Loretteville (Ouest)",,1,,07200323,2
170770,20193012multint-1111100,65206872-20193012multint-1111100,"Terminus Les Saules (Sud)",,1,,07700310,2
170860,20193012multint-1111100,65205395-20193012multint-1111100,"Place J.-Cartier / colline Parlementaire (Sud)",,1,,08600302,2
172831,20193012multint-1111100,65205139-20193012multint-1111100,"Champigny (Ouest)",,1,,28310116,2
175551,20193012multint-1111100,65207576-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,55510043,2
173301,20193012multint-1111100,65206399-20193012multint-1111100,"Univ.Laval/Cégep Garneau (Sud)",,1,,33010409,2
170930,20193012multint-1111100,65205028-20193012multint-1111100,"Champigny (Nord)",,0,,09300510,2
170930,20193012multint-1111100,65205003-20193012multint-1111100,"Sainte-Foy Centre/Univ.Laval/Cégep Garneau (Sud)",,1,,09300314,2
175361,20193012multint-1111100,65207609-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,53610053,2
170573,20193012multint-1111100,65207898-20193012multint-1111100,"Terminus Beauport (Sud)",,1,,05730106,2
172511,20193012multint-1111100,65204978-20193012multint-1111100,"Courville (Nord)",,0,,25110197,2
170310,20193012multint-1111100,65207951-20193012multint-1111100,"Lac-Saint-Charles (Nord)",,0,,03100091,2
170310,20193012multint-1111100,65207935-20193012multint-1111100,"Terminus du Zoo (Sud)",,1,,03100166,2
170310,20193012multint-1111100,65207952-20193012multint-1111100,"Lac-Saint-Charles (Nord)",,0,,03100091,2
170310,20193012multint-1111100,65207936-20193012multint-1111100,"Terminus du Zoo (Sud)",,1,,03100166,2
170280,20193012multint-1111100,65205499-20193012multint-1111100,"51e Rue Est (Nord)",,0,,02800261,2
170550,20193012multint-1111100,65237597-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05500444,2
170550,20193012multint-1111100,65206829-20193012multint-1111100,"Terminus Beauport (Sud)",,1,,05500445,2
170550,20193012multint-1111100,65237585-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05500444,2
170550,20193012multint-1111100,65206806-20193012multint-1111100,"Terminus Beauport (Sud)",,1,,05500445,2
170550,20193012multint-1111100,65237588-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05500444,2
172721,20193012multint-1111100,65205316-20193012multint-1111100,"Loretteville (Nord)",,0,,27210145,2
171850,20193012multint-1111100,65207039-20193012multint-1111100,"Neufchâtel (Nord)",,0,,18500198,2
170280,20193012multint-1111100,65205497-20193012multint-1111100,"51e Rue Est (Nord)",,0,,02800261,2
170280,20193012multint-1111100,65205470-20193012multint-1111100,"Colline Parlementaire (Sud)",,1,,02800260,2
170190,20193012multint-1111100,65208429-20193012multint-1111100,"Limoilou (Nord)",,0,,01900073,2
170190,20193012multint-1111100,65208394-20193012multint-1111100,"Grand Théâtre (Sud)",,1,,01900100,2
170800,20193012multint-1111100,65206497-20193012multint-1111100,"Aéroport international Jean-Lesage (Nord)",,0,,08000579,2
170800,20193012multint-1111100,65206468-20193012multint-1111100,"Place Jacques-Cartier (Sud)",,1,,08000578,2
170800,20193012multint-1111100,65206499-20193012multint-1111100,"Aéroport international Jean-Lesage (Nord)",,0,,08000579,2
170540,20193012multint-1111100,65237561-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05400684,2
172551,20193012multint-1111100,65204927-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,25510153,2
172551,20193012multint-1111100,65204925-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,25510153,2
172541,20193012multint-1111100,65204939-20193012multint-1111100,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,25410378,2
172791,20193012multint-1111100,65205207-20193012multint-1111100,"L'Ancienne-Lorette (Nord)",,0,,27910155,2
173151,20193012multint-1111100,65206426-20193012multint-1111100,"Cap-Rouge (Ouest)",,1,,31510282,2
170160,20193012multint-1111100,65208316-20193012multint-1111100,"U. Laval / Sillery / Sainte-Foy Centre (Ouest)",,1,,01600369,2
175501,20193012multint-1111100,65207587-20193012multint-1111100,"T. C.-Montmorency (Nord)",,0,,55010086,2
175741,20193012multint-1111100,65207566-20193012multint-1111100,"Neufchâtel (Nord)",,0,,57410078,2
170720,20193012multint-1111100,65208569-20193012multint-1111100,"Terminus Charlesbourg (Est)",,0,,07200324,2
170720,20193012multint-1111100,65208594-20193012multint-1111100,"Loretteville (Ouest)",,1,,07200323,2
172501,20193012multint-1111100,65205050-20193012multint-1111100,"T. C.-Montmorency (Nord)",,0,,25010471,2
